x,y
6877,47293129
-898,806404
-3153,9941409
-9796,95961616
-15991,255712081
-8728,76177984
-15006,225180036
8041,64657681
8844,78216336
-4925,24255625
-18494,342028036
-1428,2039184
-5060,25603600
2477,6135529
-8230,67732900
-1221,1490841
-13409,179801281
-9826,96550276
-7654,58583716
7383,54508689
825,680625
6643,44129449
1646,2709316
17732,314423824
7197,51796809
2832,8020224
-12869,165611161
16346,267191716
-10582,111978724
13008,169208064
-5039,25391521
11606,134699236
4823,23261329
4603,21187609
10502,110292004
-16962,287709444
-19531,381459961
11775,138650625
19531,381459961
9008,81144064
-7604,57820816
11643,135559449
-11242,126382564
310,96100
1517,2301289
14226,202379076
-13533,183142089
3577,12794929
-972,944784
-4613,21279769
12266,150454756
-15568,242362624
-15052,226562704
961,923521
-396,156816
-10431,108805761
-9288,86266944
7323,53626329
-17635,310993225
-13488,181926144
-19016,361608256
-5172,26749584
7249,52548001
16892,285339664
18114,328116996
-1433,2053489
7772,60403984
2332,5438224
19534,381577156
-19577,383258929
-13726,188403076
2707,7327849
4329,18740241
11424,130507776
17028,289952784
3767,14190289
-10864,118026496
-19415,376942225
-4384,19219456
14032,196897024
6485,42055225
-5775,33350625
-5443,29626249
16970,287980900
-1511,2283121
438,191844
-12978,168428484
11482,131836324
-8512,72454144
12088,146119744
-5933,35200489
4861,23629321
5973,35676729
11279,127215841
14230,202492900
6081,36978561
7260,52707600
17932,321556624
12735,162180225
-11034,121749156
4263,18173169
-12998,168948004
-7533,56746089
-5784,33454656
-13627,185695129
1817,3301489
16914,286083396
-5371,28847641
-12515,156625225
7890,62252100
-15075,227255625
7444,55413136
-8661,75012921
11769,138509361
-11058,122279364
11725,137475625
-12750,162562500
19896,395850816
-10892,118635664
19459,378652681
5326,28366276
-18091,327284281
-3781,14295961
11247,126495009
13927,193961329
13265,175960225
-19716,388720656
-15778,248945284
-3142,9872164
-10696,114404416
-477,227529
-12832,164660224
-5165,26677225
-9863,97278769
3733,13935289
4622,21362884
16747,280462009
-13658,186540964
-10767,115928289
-11826,139854276
19212,369100944
9564,91470096
-13800,190440000
10513,110523169
-16822,282979684
10047,100942209
12705,161417025
-4256,18113536
16425,269780625
-3215,10336225
14769,218123361
17454,304642116
-16494,272052036
-14521,210859441
-7259,52693081
14950,223502500
10937,119617969
-6281,39450961
1844,3400336
5378,28922884
-16187,262018969
15423,237868929
5671,32160241
-14837,220136569
-12256,150209536
4244,18011536
-8362,69923044
-15926,253637476
-13298,176836804
-6351,40335201
-18378,337750884
-7479,55935441
-5909,34916281
3640,13249600
-15043,226291849
-5830,33988900
-134,17956
-11759,138274081
18122,328406884
18441,340070481
16408,269222464
813,660969
12995,168870025
-14114,199204996
16007,256224049
8992,80856064
9111,83010321
640,409600
-8699,75672601
19760,390457600
921,848241
-13385,179158225
-11712,137170944
11243,126405049
-9500,90250000
-8767,76860289
4628,21418384
-9279,86099841
19422,377214084
18827,354455929
14207,201838849
1243,1545049
-4634,21473956
687,471969
-16805,282408025
3403,11580409
4517,20403289
9158,83868964
906,820836
10356,107246736
17822,317623684
11703,136960209
-2128,4528384
11492,132066064
15508,240498064
-18387,338081769
15412,237529744
-17826,317766276
872,760384
12664,160376896
-13953,194686209
-15197,230948809
9865,97318225
9689,93876721
6865,47128225
1062,1127844
-596,355216
15890,252492100
-12071,145709041
-9509,90421081
18548,344028304
-18544,343879936
15398,237098404
19101,364848201
16188,262051344
16033,257057089
16505,272415025
-1186,1406596
-1418,2010724
-4796,23001616
7168,51380224
-3526,12432676
-4640,21529600
-13273,176172529
-18231,332369361
-4926,24265476
6552,42928704
15507,240467049
-3750,14062500
-15582,242798724
-8387,70341769
6407,41049649
16429,269912041
8463,71622369
11248,126517504
-96,9216
-9788,95804944
8437,71182969
-1585,2512225
-11047,122036209
15860,251539600
-17142,293848164
632,399424
4754,22600516
-9463,89548369
-12543,157326849
12649,159997201
8294,68790436
-10683,114126489
-10228,104611984
12916,166823056
-18293,334633849
3285,10791225
4571,20894041
-11867,140825689
-3239,10491121
9283,86174089
-2274,5171076
1324,1752976
12844,164968336
-225,50625
16054,257730916
-14603,213247609
-13991,195748081
-15997,255904009
-5086,25867396
2976,8856576
-13992,195776064
-11753,138133009
-18030,325080900
-4204,17673616
16207,262666849
18554,344250916
11212,125708944
5277,27846729
-10157,103164649
-12087,146095569
9826,96550276
-10881,118396161
-7186,51638596
-571,326041
5066,25664356
-8774,76983076
15104,228130816
-13935,194184225
17051,290736601
-7072,50013184
-13029,169754841
5810,33756100
-4924,24245776
-13585,184552225
-1807,3265249
16225,263250625
-18997,360886009
-3353,11242609
-13389,179265321
916,839056
12065,145564225
-10806,116769636
5880,34574400
7434,55264356
-1187,1408969
-7650,58522500
14215,202066225
-9828,96589584
-7676,58920976
17631,310852161
4066,16532356
-6429,41332041
13293,176703849
10770,115992900
-3665,13432225
5440,29593600
18730,350812900
16086,258759396
19903,396129409
-3031,9186961
7507,56355049
-8240,67897600
12464,155351296
7041,49575681
-820,672400
4039,16313521
9397,88303609
15142,229280164
-9803,96098809
19542,381889764
5473,29953729
-918,842724
6738,45400644
4786,22905796
-15956,254593936
13091,171374281
-13809,190688481
6943,48205249
12618,159213924
-12685,160909225
4872,23736384
-15317,234610489
-13407,179747649
14165,200647225
-6743,45468049
18685,349129225
-6570,43164900
-3806,14485636
9093,82682649
9919,98386561
-12820,164352400
6473,41899729
1452,2108304
19712,388562944
-18505,342435025
-11885,141253225
-19429,377486041
-560,313600
3826,14638276
1572,2471184
17496,306110016
18050,325802500
-17388,302342544
-594,352836
3583,12837889
19780,391248400
-18976,360088576
-1027,1054729
18658,348120964
-1294,1674436
-9755,95160025
-5647,31888609
-2538,6441444
17494,306040036
-2721,7403841
12175,148230625
-10973,120406729
-4394,19307236
16041,257313681
-19815,392634225
5163,26656569
-848,719104
16804,282374416
-6831,46662561
6323,39980329
9907,98148649
-16910,285948100
6688,44729344
-15125,228765625
-12319,151757761
17442,304223364
15562,242175844
8011,64176121
-5221,27258841
-139,19321
-7755,60140025
10475,109725625
-9906,98128836
-9772,95491984
-6189,38303721
-5552,30824704
16575,274730625
9501,90269001
7395,54686025
3549,12595401
-16278,264973284
-10898,118766404
15356,235806736
-12883,165971689
9724,94556176
13982,195496324
-8407,70677649
19749,390023001
19761,390497121
4028,16224784
-6805,46308025
14093,198612649
10739,115326121
-15583,242829889
9551,91221601
9301,86508601
11830,139948900
-17676,312440976
-17286,298805796
-13826,191158276
8594,73856836
3878,15038884
16972,288048784
17944,321987136
-796,633616
19902,396089604
19,361
17284,298736656
-9031,81558961
16878,284866884
-17179,295118041
15039,226171521
-18697,349577809
-16871,284630641
-19100,364810000
1524,2322576
-11619,135001161
-2716,7376656
12105,146531025
-12061,145467721
-15496,240126016
18074,326669476
11044,121969936
15707,246709849
11037,121815369
-15008,225240064
-17642,311240164
7947,63154809
9444,89189136
13913,193571569
-4646,21585316
17116,292957456
-18750,351562500
11042,121925764
-15558,242051364
7351,54037201
758,574564
412,169744
10138,102779044
1435,2059225
5454,29746116
8755,76650025
-12705,161417025
-1037,1075369
6367,40538689
-16691,278589481
19309,372837481
-408,166464
-12622,159314884
9566,91508356
-15789,249292521
-17498,306180004
-13936,194212096
-19117,365459689
-17769,315737361
1419,2013561
17511,306635121
18891,356869881
7178,51523684
6697,44849809
-14967,224011089
5651,31933801
997,994009
-10996,120912016
358,128164
-587,344569
-12184,148449856
15694,246301636
-16665,277722225
4740,22467600
-9449,89283601
16174,261598276
-973,946729
-206,42436
13323,177502329
-120,14400
2601,6765201
-175,30625
17180,295152400
-16015,256480225
-3778,14273284
-10376,107661376
-14605,213306025
9497,90193009
-5908,34904464
-1425,2030625
-16973,288082729
-8128,66064384
8150,66422500
19556,382437136
-4916,24167056
-7705,59367025
6025,36300625
-15315,234549225
3230,10432900
1957,3829849
11578,134050084
-18135,328878225
9996,99920016
9935,98704225
-14528,211062784
-7194,51753636
-16110,259532100
2728,7441984
5636,31764496
-12143,147452449
-3924,15397776
-9919,98386561
-2957,8743849
13750,189062500
10704,114575616
3750,14062500
-16470,271260900
7245,52490025
12014,144336196
15028,225840784
-13907,193404649
-10250,105062500
4912,24127744
-1817,3301489
-8046,64738116
840,705600
16516,272778256
7429,55190041
-9426,88849476
19162,367182244
-4504,20286016
-7315,53509225
19607,384434449
13199,174213601
-8998,80964004
-10386,107868996
8219,67551961
17769,315737361
16060,257923600
14918,222546724
18385,338008225
-1835,3367225
19505,380445025
19278,371641284
8626,74407876
10558,111471364
16829,283215241
-7063,49885969
-7339,53860921
4476,20034576
14902,222069604
-3550,12602500
9183,84327489
-16246,263932516
-8574,73513476
-2888,8340544
11928,142277184
-15864,251666496
6140,37699600
6561,43046721
-19507,380523049
-9714,94361796
12478,155700484
-15950,254402500
-11672,136235584
612,374544
-19904,396169216
-18379,337787641
14717,216590089
18332,336062224
7566,57244356
-17968,322849024
-5492,30162064
6302,39715204
-11158,124500964
11317,128074489
12889,166126321
7907,62520649
-10005,100100025
8386,70324996
-5442,29615364
18801,353477601
5646,31877316
-8005,64080025
12025,144600625
15371,236267641
15069,227074761
7981,63696361
9889,97792321
2108,4443664
-3491,12187081
-10770,115992900
16928,286557184
-16267,264615289
-5285,27931225
-7171,51423241
-16747,280462009
275,75625
5703,32524209
-4032,16257024
16662,277622244
12648,159971904
-19287,371988369
-1271,1615441
12151,147646801
425,180625
13036,169937296
16487,271821169
4419,19527561
13448,180848704
-9000,81000000
14863,220908769
10223,104509729
12092,146216464
-5370,28836900
-17067,291282489
13973,195244729
-6993,48902049
7479,55935441
-3187,10156969
6736,45373696
17951,322238401
-3290,10824100
7590,57608100
731,534361
9868,97377424
12831,164634561
4409,19439281
16723,279658729
-4848,23503104
13153,173001409
8159,66569281
11768,138485824
-2183,4765489
17055,290873025
3115,9703225
-2834,8031556
-14325,205205625
-3736,13957696
15373,236329129
15076,227285776
11316,128051856
9668,93470224
-7757,60171049
16466,271129156
12185,148474225
-13536,183223296
-9062,82119844
-13534,183169156
3961,15689521
9095,82719025
-9155,83814025
12490,156000100
-3362,11303044
16552,273968704
-19762,390536644
-4739,22458121
2903,8427409
7049,49688401
17741,314743081
-1296,1679616
13499,182223001
18461,340808521
11852,140469904
-18652,347897104
19229,369754441
-444,197136
12680,160782400
-8184,66977856
1868,3489424
-1446,2090916
-1606,2579236
-13209,174477681
8747,76510009
-14580,212576400
3494,12208036
-13996,195888016
19115,365383225
11386,129640996
19135,366148225
-748,559504
-9074,82337476
-17698,313219204
17131,293471161
-16506,272448036
-19835,393427225
1964,3857296
12177,148279329
8956,80209936
8864,78570496
-7841,61481281
3721,13845841
-18225,332150625
-180,32400
12718,161747524
-12122,146942884
-13251,175589001
16503,272349009
-16480,271590400
-1472,2166784
-826,682276
-10203,104101209
-1739,3024121
-16335,266832225
9543,91068849
-7131,50851161
-6391,40844881
17385,302238225
-9085,82537225
-9227,85137529
-4081,16654561
9541,91030681
-2269,5148361
-13904,193321216
-18829,354531241
1338,1790244
-2366,5597956
8557,73222249
-16188,262051344
-7324,53640976
-8351,69739201
1671,2792241
5587,31214569
4226,17859076
-3245,10530025
6372,40602384
-4733,22401289
-4801,23049601
12684,160883856
-958,917764
2473,6115729
-4622,21362884
-6346,40271716
12314,151634596
-5982,35784324
7528,56670784
-18740,351187600
-19831,393268561
11614,134884996
12028,144672784
-4492,20178064
-13746,188952516
-2827,7991929
16283,265136089
-4674,21846276
-6637,44049769
-1491,2223081
-3992,15936064
-18570,344844900
-3173,10067929
-6400,40960000
-16488,271854144
19237,370062169
17347,300918409
14847,220433409
6891,47485881
46,2116
-19959,398361681
17313,299739969
16595,275394025
-19475,379275625
-409,167281
-250,62500
-13906,193376836
-13198,174187204
-19631,385376161
-1776,3154176
18587,345476569
-13002,169052004
7273,52896529
13685,187279225
7750,60062500
-19665,386712225
16920,286286400
-6269,39300361
-14697,216001809
9125,83265625
4129,17048641
16632,276623424
14853,220611609
-11314,128006596
-5174,26770276
-18178,330439684
5248,27541504
2357,5555449
18856,355548736
-9990,99800100
-6035,36421225
59,3481
14868,221057424
16049,257570401
9709,94264681
19688,387617344
-3528,12446784
-17592,309478464
-18797,353327209
400,160000
-1284,1648656
-13368,178703424
-8720,76038400
-17793,316590849
7425,55130625
6747,45522009
11006,121132036
6339,40182921
-14591,212897281
3041,9247681
15288,233722944
-3442,11847364
-5013,25130169
-1209,1461681
14469,209351961
10439,108972721
-4153,17247409
-4645,21576025
15679,245831041
7654,58583716
-1345,1809025
18037,325333369
10650,113422500
3280,10758400
-11495,132135025
5909,34916281
4026,16208676
-2480,6150400
-14327,205262929
-11096,123121216
-2620,6864400
-12164,147962896
8409,70711281
-12583,158331889
-18309,335219481
-3956,15649936
-10658,113592964
-10606,112487236
10437,108930969
-3022,9132484
2743,7524049
-13594,184796836
-14750,217562500
17120,293094400
-938,879844
-17734,314494756
6739,45414121
15948,254338704
4732,22391824
-5597,31326409
8080,65286400
12032,144769024
-10284,105760656
-3407,11607649
-4198,17623204
17445,304328025
-16536,273439296
-17386,302272996
-1794,3218436
-674,454276
-18757,351825049
19793,391762849
3044,9265936
6061,36735721
2237,5004169
-12949,167676601
5804,33686416
-1397,1951609
9197,84584809
9849,97002801
-1327,1760929
15232,232013824
16055,257763025
6013,36156169
12620,159264400
-1275,1625625
17556,308213136
-11554,133494916
15391,236882881
4883,23843689
15521,240901441
1120,1254400
-13944,194435136
-4799,23030401
-200,40000
-8254,68128516
19150,366722500
3288,10810944
4274,18267076
-16493,272019049
-726,527076
-17075,291555625
-4043,16345849
9193,84511249
-5743,32982049
-10023,100460529
-10086,101727396
-17628,310746384
15851,251254201
-2407,5793649
-1588,2521744
5576,31091776
-13048,170250304
-6384,40755456
-2734,7474756
-8575,73530625
-19926,397045476
3195,10208025
-19688,387617344
-19727,389154529
-1607,2582449
18281,334194961
4211,17732521
-3004,9024016
-2777,7711729
-18154,329567716
15126,228795876
1697,2879809
-7526,56640676
-14377,206698129
-12369,152992161
1268,1607824
17723,314104729
-17428,303735184
243,59049
10192,103876864
-17513,306705169
10824,117158976
-14672,215267584
7853,61669609
15993,255776049
-14532,211179024
16687,278455969
13756,189227536
2811,7901721
5236,27415696
-2815,7924225
-9781,95667961
19417,377019889
18270,333792900
-10801,116661601
255,65025
18781,352725961
2231,4977361
197,38809
-17061,291077721
16551,273935601
5542,30713764
-5720,32718400
9243,85433049
-6969,48566961
-5249,27552001
-1245,1550025
-16319,266309761
-845,714025
-7575,57380625
-10558,111471364
17595,309584025
13513,182601169
10733,115197289
17611,310147321
13058,170511364
16660,277555600
5266,27730756
1127,1270129
-5417,29343889
9099,82791801
3720,13838400
14523,210917529
3783,14311089
-19535,381616225
-14310,204776100
-11632,135303424
4095,16769025
4508,20322064
18829,354531241
13590,184688100
-1800,3240000
15480,239630400
6725,45225625
4585,21022225
-10601,112381201
-13171,173475241
16879,284900641
4452,19820304
7440,55353600
17214,296321796
-2255,5085025
-6301,39702601
8952,80138304
16917,286184889
5223,27279729
10237,104796169
-4468,19963024
13595,184824025
82,6724
17881,319730161
-12800,163840000
-19944,397763136
-8875,78765625
5942,35307364
-19627,385219129
10354,107205316
14092,198584464
-13042,170093764
-4308,18558864
-6411,41100921
3017,9102289
-13118,172081924
12835,164737225
-2488,6190144
15700,246490000
-13239,175271121
-10220,104448400
-9051,81920601
-1349,1819801
12434,154604356
15121,228644641
5251,27573001
-13136,172554496
-9981,99620361
18477,341399529
-8910,79388100
11029,121638841
-345,119025
-1193,1423249
-15255,232715025
-13560,183873600
-638,407044
-16291,265396681
-320,102400
11192,125260864
2114,4468996
-9691,93915481
-13250,175562500
8016,64256256
-2347,5508409
-10531,110901961
19028,362064784
-13070,170824900
16263,264485169
-12365,152893225
-11266,126922756
-10772,116035984
-13008,169208064
7806,60933636
13893,193015449
-9235,85285225
-17259,297873081
-10353,107184609
-13537,183250369
-6258,39162564
-9089,82609921
-3864,14930496
-5190,26936100
16112,259596544
-15957,254625849
-14454,208918116
8220,67568400
16866,284461956
19486,379704196
-14116,199261456
-11274,127103076
-9539,90992521
16545,273737025
9619,92525161
859,737881
-8965,80371225
18624,346853376
10699,114468601
-13729,188485441
-15276,233356176
-6446,41550916
16271,264745441
4363,19035769
-16237,263640169
16948,287234704
-3911,15295921
9359,87590881
11175,124880625
10263,105329169
-19432,377602624
4237,17952169
6226,38763076
-4676,21864976
-4686,21958596
6579,43283241
11097,123143409
2715,7371225
-16186,261986596
1258,1582564
-17244,297355536
4713,22212369
-15678,245799684
-16339,266962921
7695,59213025
-18338,336282244
-16101,259242201
-17105,292581025
6908,47720464
-9147,83667609
-4237,17952169
-39,1521
-7117,50651689
-17072,291453184
19270,371332900
17549,307967401
18671,348606241
19581,383415561
6361,40462321
-15187,230644969
18627,346965129
-9272,85969984
-1081,1168561
-16848,283855104
7673,58874929
5561,30924721
11171,124791241
10637,113145769
9803,96098809
15060,226803600
-15289,233753521
-1652,2729104
8561,73290721
-12129,147112641
17983,323388289
4014,16112196
-2944,8667136
-6463,41770369
592,350464
15794,249450436
-4732,22391824
-9853,97081609
-10300,106090000
-15195,230888025
12062,145491844
4757,22629049
-282,79524
12338,152226244
2640,6969600
11593,134397649
7192,51724864
17047,290600209
-1960,3841600
2143,4592449
-3936,15492096
11003,121066009
-1074,1153476
-11153,124389409
-429,184041
8467,71690089
-1509,2277081
213,45369
-5519,30459361
-11294,127554436
5261,27678121
1919,3682561
-6992,48888064
19957,398281849
-11949,142778601
1723,2968729
-15513,240653169
-5655,31979025
455,207025
-5022,25220484
-6645,44156025
18870,356076900
-8399,70543201
15929,253733041
2106,4435236
-4870,23716900
17302,299359204
18159,329749281
3109,9665881
-19657,386397649
-11627,135187129
-2672,7139584
-9193,84511249
-11533,133010089
-16828,283181584
-1376,1893376
3022,9132484
-12491,156025081
-13970,195160900
7341,53890281
-9739,94848121
17714,313785796
14785,218596225
18738,351112644
-18612,346406544
4060,16483600
15963,254817369
2058,4235364
3226,10407076
16743,280328049
-11167,124701889
12638,159719044
-10084,101687056
-7915,62647225
-2726,7431076
16777,281467729
-16368,267911424
7501,56265001
-2842,8076964
-9110,82992100
-18708,349989264
10341,106936281
-11770,138532900
-13218,174715524
-19993,399720049
-12723,161874729
977,954529
-10319,106481761
-10216,104366656
-13478,181656484
18708,349989264
-36,1296
18314,335402596
-16859,284225881
14798,218980804
-10764,115863696
-19059,363245481
-14769,218123361
-2943,8661249
-14117,199289689
2224,4946176
-17193,295599249
-13264,175933696
-399,159201
1666,2775556
-7399,54745201
-15171,230159241
-9320,86862400
-5732,32855824
3408,11614464
-2444,5973136
-18711,350101521
-1272,1617984
7188,51667344
-17688,312865344
8590,73788100
13113,171950769
7498,56220004
4159,17297281
-8600,73960000
-2914,8491396
-324,104976
3612,13046544
4400,19360000
-9403,88416409
-14419,207907561
-11540,133171600
3042,9253764
-13774,189723076
1508,2274064
6306,39765636
7879,62078641
-18945,358913025
-7415,54982225
16844,283720336
-11508,132434064
2737,7491169
-6454,41654116
381,145161
8156,66520336
-17943,321951249
402,161604
19310,372876100
7706,59382436
11962,143089444
-2656,7054336
-13038,169989444
12441,154778481
-7957,63313849
-1755,3080025
-7175,51480625
6335,40132225
-1150,1322500
18633,347188689
1096,1201216
-17951,322238401
10722,114961284
-14913,222397569
-2868,8225424
19074,363817476
-11714,137217796
-14413,207734569
19635,385533225
19139,366301321
-5988,35856144
-15014,225420196
-3272,10705984
521,271441
-6028,36336784
17962,322633444
5941,35295481
-10816,116985856
-7211,51998521
-11194,125305636
-17088,291999744
1296,1679616
-11608,134745664
-6144,37748736
-2199,4835601
5257,27636049
1135,1288225
-9561,91412721
-12870,165636900
12816,164249856
-14965,223951225
3307,10936249
-2021,4084441
-12318,151733124
-11743,137898049
-10921,119268241
7757,60171049
-678,459684
4737,22439169
-17600,309760000
-1169,1366561
3824,14622976
7330,53728900
4475,20025625
17970,322920900
3969,15752961
-7248,52533504
15556,241989136
-847,717409
-5925,35105625
19699,388050601
1345,1809025
-15817,250177489
-10264,105349696
-17219,296493961
14753,217651009
-18314,335402596
10027,100540729
-13108,171819664
18467,341030089
5264,27709696
15331,235039561
1295,1677025
12535,157126225
19779,391208841
6073,36881329
-3827,14645929
7372,54346384
-2690,7236100
16738,280160644
1006,1012036
9473,89737729
-10324,106584976
-1267,1605289
8045,64722025
-17660,311875600
-14754,217680516
10017,100340289
-18569,344807761
19541,381850681
965,931225
-16484,271722256
-13,169
-8029,64464841
-13648,186267904
17150,294122500
3853,14845609
-1164,1354896
-10223,104509729
-11297,127622209
7227,52229529
3898,15194404
-1550,2402500
19928,397125184
-1114,1240996
-14752,217621504
2396,5740816
-3579,12809241
-10094,101888836
16221,263120841
-1524,2322576
-6370,40576900
-5258,27646564
13003,169078009
-519,269361
-8305,68973025
10787,116359369
4945,24453025
11499,132227001
-4507,20313049
1346,1811716
-8920,79566400
8842,78180964
-4811,23145721
19100,364810000
13478,181656484
9037,81667369
-10536,111007296
15233,232044289
17783,316235089
-9499,90231001
8994,80892036
-15819,250240761
9844,96904336
15624,244109376
16942,287031364
-14674,215326276
-2358,5560164
-13508,182466064
2636,6948496
-15792,249387264
9960,99201600
-2518,6340324
508,258064
-11726,137499076
-9775,95550625
-17569,308669761
2029,4116841
17938,321771844
-4635,21483225
-17658,311804964
7160,51265600
-8456,71503936
14294,204318436
10656,113550336
-11272,127057984
8552,73136704
-19534,381577156
-3961,15689521
-1097,1203409
-18336,336208896
-11260,126787600
2763,7634169
18610,346332100
405,164025
-17779,316092841
-8621,74321641
17923,321233929
15293,233875849
-19677,387184329
-16109,259499881
14313,204861969
680,462400
6780,45968400
-7232,52301824
5539,30680521
-5773,33327529
12152,147671104
7964,63425296
-15802,249703204
-590,348100
-18382,337897924
-1236,1527696
-19346,374267716
9135,83448225
7801,60855601
2816,7929856
15710,246804100
-2989,8934121
-2200,4840000
18866,355925956
-11926,142229476
6154,37871716
6641,44102881
-3179,10106041
7164,51322896
-9447,89245809
7635,58293225
-7542,56881764
-8501,72267001
16891,285305881
4685,21949225
-10336,106832896
15589,243016921
-15019,225570361
-7492,56130064
19016,361608256
-14517,210743289
1921,3690241
17480,305550400
9249,85544001
-4569,20875761
-11255,126675025
-2345,5499025
-11287,127396369
-466,217156
17980,323280400
-18333,336098889
6377,40666129
-18572,344919184
-18400,338560000
-1207,1456849
-2039,4157521
-1196,1430416
-5024,25240576
-12856,165276736
10521,110691441
-16432,270010624
-1450,2102500
12458,155201764
14527,211033729
5459,29800681
-4505,20295025
7052,49730704
-3025,9150625
12269,150528361
562,315844
15287,233692369
-1875,3515625
-18645,347636025
-14226,202379076
2027,4108729
-19083,364160889
12420,154256400
-12054,145298916
-14860,220819600
16811,282609721
9530,90820900
1447,2093809
4534,20557156
18492,341954064
11616,134931456
11436,130782096
-10242,104898564
16731,279926361
16520,272910400
9317,86806489
-12342,152324964
-19846,393863716
1892,3579664
11887,141300769
13130,172396900
6214,38613796
-15285,233631225
1701,2893401
-3213,10323369
-7795,60762025
17750,315062500
-6759,45684081
-4836,23386896
-7180,51552400
18426,339517476
-5837,34070569
8304,68956416
-10325,106605625
-8612,74166544
-13982,195496324
5239,27447121
-14403,207446409
13728,188457984
-5883,34609689
-8458,71537764
11535,133056225
9847,96963409
2995,8970025
8924,79637776
5273,27804529
-5154,26563716
12492,156050064
13053,170380809
3565,12709225
-16891,285305881
-18240,332697600
3677,13520329
2809,7890481
8969,80442961
7237,52374169
-15783,249103089
-13628,185722384
18780,352688400
5908,34904464
17895,320231025
-18759,351900081
17009,289306081
-11425,130530625
-11525,132825625
-2964,8785296
12578,158206084
-18221,332004841
10750,115562500
-8808,77580864
-5616,31539456
9574,91661476
19994,399760036
-11103,123276609
-18696,349540416
-8021,64336441
-4087,16703569
-13173,173527929
-14056,197571136
1645,2706025
4774,22791076
-16355,267486025
15330,235008900
-18657,348083649
14978,224340484
10886,118504996
6314,39866596
10634,113081956
-276,76176
7167,51365889
16598,275493604
6145,37761025
-15354,235745316
-1554,2414916
-4026,16208676
3504,12278016
6393,40870449
6019,36228361
8546,73034116
11955,142922025
-17439,304118721
-16462,270997444
19684,387459856
1639,2686321
-16625,276390625
18021,324756441
2330,5428900
1088,1183744
-11484,131882256
-3080,9486400
-16380,268304400
11612,134838544
-6976,48664576
-18095,327429025
-18816,354041856
-8849,78304801
4162,17322244
1028,1056784
6373,40615129
-1484,2202256
18010,324360100
-6442,41499364
10378,107702884
-9211,84842521
14876,221295376
-18872,356152384
3221,10374841
-13147,172843609
3321,11029041
16997,288898009
19157,366990649
1608,2585664
-9258,85710564
-16452,270668304
2702,7300804
17412,303177744
10358,107288164
1607,2582449
1982,3928324
-4975,24750625
3179,10106041
-9559,91374481
-1497,2241009
6340,40195600
-15188,230675344
-13846,191711716
-3612,13046544
4719,22268961
7843,61512649
-16274,264843076
-17973,323028729
-12521,156775441
3340,11155600
10298,106048804
13255,175695025
16646,277089316
17136,293642496
14973,224190729
7308,53406864
9116,83101456
-11998,143952004
-1147,1315609
15035,226051225
13372,178810384
-2580,6656400
-6408,41062464
5772,33315984
-2442,5963364
-4095,16769025
-14309,204747481
12623,159340129
-18801,353477601
6104,37258816
-11943,142635249
-8022,64352484
-5972,35664784
18764,352087696
-4604,21196816
-15312,234457344
-15488,239878144
-19485,379665225
-15087,227617569
-14011,196308121
-997,994009
4089,16719921
-6106,37283236
7855,61701025
6157,37908649
782,611524
5612,31494544
11329,128346241
-1756,3083536
1179,1390041
1876,3519376
18890,356832100
-16013,256416169
-6817,46471489
19333,373764889
-11531,132963961
13292,176677264
11973,143352729
-6333,40106889
16083,258662889
3006,9036036
6683,44662489
-5584,31181056
-17573,308810329
15524,240994576
-9582,91814724
14262,203404644
-16365,267813225
-650,422500
6975,48650625
3527,12439729
11230,126112900
1405,1974025
-19887,395492769
-14692,215854864
6141,37711881
16871,284630641
2496,6230016
-7155,51194025
-12404,153859216
10441,109014481
13196,174134416
-8249,68046001
-5539,30680521
6572,43191184
-14120,199374400
3758,14122564
-5625,31640625
11914,141943396
-15424,237899776
-6935,48094225
-14422,207994084
-7943,63091249
-2279,5193841
-17285,298771225
16884,285069456
19096,364657216
-7266,52794756
-376,141376
6837,46744569
18193,330985249
-4601,21169201
1770,3132900
19303,372605809
18299,334853401
-6659,44342281
1763,3108169
2667,7112889
18200,331240000
912,831744
-17595,309584025
11958,142993764
6358,40424164
4220,17808400
-10438,108951844
704,495616
-18466,340993156
-10338,106874244
-5971,35652841
16323,266440329
4751,22572001
294,86436
-13656,186486336
15809,249924481
6819,46498761
18297,334780209
828,685584
-5946,35354916
4350,18922500
13991,195748081
10048,100962304
10904,118897216
1490,2220100
-9485,89965225
-1202,1444804
-17579,309021241
-1192,1420864
10322,106543684
11838,140138244
13763,189420169
-15318,234641124
5327,28376929
-10645,113316025
13119,172108161
-5133,26347689
-17481,305585361
-7717,59552089
11053,122168809
14594,212984836
7290,53144100
-17536,307511296
18004,324144016
-8842,78180964
-2045,4182025
16697,278789809
18545,343917025
11474,131652676
10344,106998336
17338,300606244
-18025,324900625
-10641,113230881
19814,392594596
1312,1721344
-16242,263802564
-15650,244922500
3333,11108889
-8604,74028816
-1016,1032256
-6122,37478884
18399,338523201
18736,351037696
-17652,311593104
-9883,97673689
-4778,22829284
7022,49308484
-8082,65318724
-16135,260338225
7831,61324561
5478,30008484
-9045,81812025
-17070,291384900
-5402,29181604
19843,393744649
-17868,319265424
-1683,2832489
-543,294849
18337,336245569
18682,349017124
-17650,311522500
-18990,360620100
13543,183412849
-16495,272085025
2656,7054336
18853,355435609
-3230,10432900
17721,314033841
12320,151782400
-2587,6692569
-1087,1181569
-3776,14258176
12437,154678969
16211,262796521
-19226,369639076
-10717,114854089
-7843,61512649
